acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,lacc_x,lacc_y,lacc_z,activity
-0.6001553,-0.9959101,0.3487358,0.110811085,-0.17554681,0.34241223,0.7422905,1.6940402,7.1577597,3
-1.1566811,-1.8998046,0.15314007,-0.27977586,0.1725239,0.15231115,0.4980924,2.086672,7.859231,3
-1.2263196,0.673703,-0.0970211,0.19327782,-0.047509555,0.2375879,-0.13873786,1.2104323,10.385005,3
-1.5156426,-0.06702,0.29496193,-0.12986961,-0.20376876,0.20276858,-0.02621521,1.2798612,9.173591,3
-1.4964519,-0.42564848,0.52834606,0.19572127,-0.2610679,0.42231333,-0.7181097,1.9980909,9.209503,3
-1.2828057,0.27421862,-1.4787588,-0.15735853,0.13147376,0.5367894,0.41908714,2.3188999,11.337857,3
-1.3342255,0.0849002,1.363368,0.16786584,-0.26766518,0.8152215,-0.61516345,-0.03928733,5.7117243,3
-1.1334964,0.26311064,-0.09568119,0.20879379,0.11168179,0.96072954,-1.8433361,0.3389803,6.66697,3
-0.81950575,0.3344968,-0.33599854,-0.10848935,0.24558334,0.84246606,-0.8354206,1.2487378,6.863286,3
-0.21023975,0.13933049,-0.04142189,0.0664623,0.03764499,0.5034362,0.38317567,1.5815176,9.503977,3
0.3785196,0.5214861,-0.2036686,0.002443685,0.22835696,0.4645852,0.69440854,1.5312415,14.407091,3
0.23344216,0.14921463,-0.042651176,-0.037506863,0.117057405,0.19629344,1.1253463,0.21448714,11.014653,3
0.33590358,-0.123619094,0.22664356,0.089430824,0.15395364,0.13080871,-1.0748305,0.26715732,11.318704,3
0.38210887,0.21170834,-0.4963436,-0.04569245,0.29335293,0.025006948,-0.94315505,0.2767337,14.931398,3
0.48725066,0.36466795,1.3242874,0.017348781,-0.15184525,-0.24181876,0.3305055,1.1745207,8.134552,3
-0.020120546,0.8680875,-0.6143732,-0.048258077,0.21919398,-0.28873318,-0.29674837,0.87047017,11.081688,3
0.7635788,-0.015666217,-0.045758247,-0.1422091,-0.096134394,-0.19893605,0.06236644,1.205644,9.618894,3
-0.2028628,0.39250463,0.63075066,0.02113614,-0.22307208,-0.17046976,-0.32308346,0.41559145,6.836951,3
0.20233443,0.050031558,-0.33664703,0.04618158,0.04680795,-0.06185802,-0.5385523,0.15702876,16.173935,3
0.5010697,0.19072184,-0.07034016,0.13035874,-0.1412162,0.012911825,-0.33744803,-0.113504395,10.193477,3
0.94844615,0.12851046,0.52397346,-0.10042594,0.10765009,0.03441427,-1.1490475,0.0971763,15.525135,3
0.83690524,-0.64086974,-0.5412159,-0.10384678,0.27343878,-0.14395823,-0.35660085,-0.8221576,14.002489,3
0.24195018,0.81208825,0.34608078,0.3731164,-0.08513889,-0.109627634,-0.84499705,0.25279272,11.586843,3
1.235551,-0.3825598,1.5495939,-0.08613169,-0.09931089,-0.26833028,-0.8952731,0.09957039,12.101574,3
0.58181685,0.74905396,-2.433721,-0.22638623,0.4176028,-0.38329506,-0.4212415,0.47544387,8.843205,3
0.2742211,-0.6553714,1.7215414,0.051923737,-0.59325606,-0.19209437,-0.9503374,0.53290224,10.361064,3
-0.055903375,0.80556774,-0.093235016,0.08649866,0.027626794,0.011934446,-0.44518253,0.9398991,9.001216,3
-0.18294829,0.23328197,-0.31781673,-0.07819046,-0.10260953,0.06434664,-0.5265819,0.9255345,10.128837,3
0.14330357,-0.17333254,0.45741844,0.06670665,-0.1046865,-0.021418773,-1.0341308,0.7986473,7.9454184,3
0.069455266,0.48362648,-0.8365383,-0.05790974,0.16531572,0.118224904,-0.4499707,1.399566,10.229389,3
0.6441783,-0.5337071,0.3467598,-0.13377915,-0.01122418,-0.09350081,-1.0101898,0.53050816,8.953334,3
0.32358068,0.8538492,-0.14156914,0.07244879,0.11070441,-0.026916556,-0.49545857,0.8369528,11.409679,3
0.7140771,-0.01689431,0.18764305,0.001221955,-0.05716121,-0.16521633,-0.59840477,1.5719411,8.065124,3
0.9240147,-0.08366103,0.7388325,-0.05509977,0.04326495,-0.2746833,-0.22013721,1.7993805,10.885372,3
0.65118754,0.6958027,-0.11944771,0.07611397,0.14589022,-0.34481058,-0.62952805,0.84174097,6.652605,3
0.508048,-0.09583421,0.1063385,-0.052289784,-0.09857784,-0.3011948,-0.58882844,0.81301177,8.1465225,3
0.042405248,0.33099633,0.0328331,-0.017959202,-0.023807997,-0.2085877,-0.41645333,1.0524218,8.771382,3
0.24685991,-0.18251967,-0.14076138,0.012461862,-0.2572805,-0.12477709,0.22277106,1.4402658,11.134357,3
-0.0634377,0.10230337,0.13076591,0.07696918,0.06892127,-6.49E-04,0.17010088,0.77231216,11.495867,3
0.022549272,-0.084619895,0.1036911,-0.010750993,-0.12521154,0.030626902,0.72074366,0.32700977,12.288314,3
0.1661588,-0.003911644,-0.42627335,-0.009284915,0.08016118,0.036735542,0.19404188,0.8800466,10.387399,3
0.060358524,-0.5815691,1.0140905,-0.007696667,0.11840131,-0.020930082,-0.34463036,0.6669718,10.286847,3
0.20448714,-0.050388142,-0.29228973,0.09773859,0.00282571,-0.040966444,0.37599337,1.3109844,9.386665,3
-0.08258152,-0.49131066,0.28193188,-0.13536741,-0.04848694,-0.11170458,0.17728318,0.9255345,9.8223915,3
0.06729686,-0.2292532,-0.8051233,0.10286984,-0.05276298,-0.14603518,1.5921955,2.247077,14.222746,3
-0.031062484,-0.19713244,0.82397556,-0.03530776,-0.12777717,-0.08397132,1.7621765,1.9214796,12.187762,3
-0.014973402,-0.19736908,0.17015743,-0.015271392,0.008812176,0.012423134,0.28741175,0.6214839,10.442464,3
0.016551733,-0.4017156,-0.15822697,0.040317304,0.076618165,-0.017509237,-0.33026576,0.001412347,8.249469,3
-0.081745625,-0.27675077,0.427763,-0.008551883,-0.07719758,-0.061002806,0.6034328,0.70288324,11.3282795,3
-0.14508355,-0.52005804,-0.9236107,0.022357874,0.06818823,-0.037789945,0.28980583,0.7818886,9.906186,3
0.21493936,-1.4774816,0.46247673,0.054489363,-0.062659,0.04687591,-0.82823837,0.9901751,7.471387,3
-0.26442116,-0.39880145,0.45256042,0.1450195,-0.09430181,0.16110758,-1.0101898,1.4737831,8.809688,3
0.27971768,-1.4674748,0.3698597,-0.0799009,0.07869506,-0.015676644,0.7877784,0.65978944,8.304533,3
0.085651636,-1.4074254,-0.35762882,-0.07880131,0.3133893,0.071677014,-0.09564409,-0.07280472,7.389988,3
-0.09971702,1.4118705,1.372571,0.22614233,0.045830585,0.038201638,0.103066124,0.43235013,8.311716,3
-0.31244087,-1.4909832,-0.5443001,-0.4156321,-0.27279648,-0.13846044,0.31853503,1.5623648,8.510426,3
0.4385922,0.1266619,1.2742434,0.16542238,-0.13290845,0.00607013,-0.16746703,1.7012225,10.320365,3
0.017589808,0.017698415,-1.545248,0.2431244,-0.21623042,-0.3992997,0.64173836,1.301408,10.353882,3
0.79574263,-1.2723013,0.19069386,-0.42210728,-0.23516718,-0.32843938,-0.27520147,0.88483477,8.704348,3
0.54430187,0.15448841,-0.9988413,0.3429397,0.1843747,-0.4259334,-0.39490643,0.9231404,9.743387,3
1.4204892,-1.5229763,1.8250723,-0.23017366,0.011011288,-0.4813999,-0.5098231,0.17139333,9.331602,3
0.10210633,-0.32093507,-0.6872158,-0.053878043,0.15725233,-0.29716313,-0.7324743,0.58796656,8.6421,3
0.6405151,-1.731162,-0.30205727,-0.092240356,-0.03639182,-0.26478732,0.96494174,1.7036165,11.7328825,3
-0.21131945,0.45550787,1.93855,0.1847257,0.0700208,-0.19502653,0.41908714,0.9207463,8.237498,3
-2.0573342,-1.6237848,-0.33335876,0.2530204,-0.1864202,-0.39893317,0.040819556,0.8824407,11.878922,3
-1.6409261,-1.3332549,0.9939165,-0.1974313,0.04045493,0.21413065,-0.29196015,0.5520551,10.11926,3
-2.1684833,0.92434883,0.01827526,0.8972384,-0.5597804,-0.03901168,0.8260839,0.6214839,14.179652,3
-0.57413137,-1.7552251,-0.7507105,-0.58471954,0.45669806,0.16477278,1.0990112,-0.15420407,15.055892,3
-2.29735,-0.06938887,2.4973335,-0.007207982,-0.11824768,0.34644398,0.8979069,0.25518683,12.020175,3
-1.3227655,-1.2391471,-2.4396472,0.036285587,-0.6996687,0.19751512,0.115036614,0.259975,11.605996,3
0.12015557,-0.58975697,-0.3089695,-0.15625896,0.22041568,0.7884656,0.148554,0.60472524,10.183901,3
1.4334841,1.0659516,2.977048,0.21062641,0.15554185,0.70660985,-0.34463036,0.5664196,10.526257,3
-0.3735373,-0.3441313,-0.6617155,0.27464503,0.43873876,-0.6005185,-0.20337853,0.5640255,7.291829,3
-0.94431925,1.0425289,-1.2410622,-0.049601983,-0.19790441,-0.07041011,-0.4044828,0.8393469,8.321292,3
-0.40398192,-0.3010857,-1.5900617,-0.35918823,-0.37102348,0.09635596,0.28741175,0.12111728,7.06439,3
1.4780607,0.18068084,1.2328157,-0.27232328,-0.36906874,0.10112069,0.62019145,0.865682,8.843205,3
0.37234664,-0.280153,0.6708269,0.5428146,0.29310858,-0.45708752,-0.08846179,-0.041681435,7.8400784,3
1.3271743,1.0272616,2.193757,-0.21954457,0.43263015,-0.09557775,-0.07170308,0.2719455,7.3612585,3
-0.3000039,-1.0579038,-1.5624561,0.5305973,0.80599064,-0.3063261,0.3305055,0.16421106,9.427366,3
-0.79607344,-0.6089257,-0.51960754,-0.6651093,-0.14390397,-0.02960436,0.7829902,0.6071193,7.3229527,3
-0.9858004,-0.42416352,1.361187,0.404637,-0.20657872,0.039912052,0.703985,0.50417304,10.380217,3
-1.4644529,-0.6134318,-1.313508,-0.2471557,0.50849956,0.3091812,0.07433693,-0.041681435,8.484091,3
-0.023014069,-0.4910772,0.2804346,-0.04214947,-1.1123688,0.52273947,0.8667836,0.14027008,10.916494,3
-0.7085844,0.36521742,0.52454185,0.36199865,-0.06314768,0.15365504,0.69201446,0.24800453,6.7938566,3
0.8103361,-1.250674,-1.063673,0.08600999,-0.12912107,0.44528186,-0.5122173,0.24561042,9.278932,3
0.99823153,-0.030144215,-0.30985928,-0.091262974,0.20037937,-0.1842753,0.60582685,1.3828074,11.553326,3
1.1515373,0.7573446,0.41539097,-0.16542195,0.21332964,-0.23094536,0.40472257,0.4275619,7.923872,3
1.8701982,-1.117218,0.33843327,-0.24019179,0.30557024,-0.24914914,-0.49067035,0.10914679,5.9487405,3
0.6151023,0.41302815,-1.9032898,0.018081823,0.46744937,-0.55910194,1.2737803,0.88962305,10.136019,3
1.0782189,0.31419116,2.2773905,0.027244793,0.025794217,-0.42886552,1.1085876,1.0739686,9.080221,3
1.22258,-0.53650755,-0.47381878,0.011973165,0.036789786,-0.37596464,0.5555508,0.38686225,9.568618,3
0.42278668,-0.43790567,0.08798885,0.061453223,0.3314709,-0.6269079,0.4549986,0.6095134,7.559969,3
0.35056838,-0.09601742,0.3533907,0.28661793,0.16629313,-0.029482191,0.19883007,-0.34094378,8.225528,3
0.70830345,0.14969897,-1.5618858,-0.02003614,0.13587202,-0.24817175,0.366417,0.1019645,9.015581,3
0.43844077,-1.1736554,2.7862167,-0.13353482,-0.34023598,-0.51121014,0.7111672,0.8776525,9.86788,3
1.4019396,-0.6517915,-0.8795576,0.10128161,0.44411433,-0.18977308,0.3496583,0.78667676,8.4625435,3
0.11292881,-0.60719746,0.78453255,0.03811819,0.076862514,-0.5951429,0.58427995,0.35573897,13.178919,3
1.4449141,-0.70756364,-0.30427074,0.06548493,-0.23883238,-0.60467243,1.4988257,1.2032499,12.142274,3
0.3765027,-0.025544375,-0.10349846,-0.045081586,0.11766828,-0.94907796,-0.13394967,0.17857566,8.879117,3
0.40178442,-0.26012036,0.21849728,0.017348787,-0.21451996,-0.88151634,0.53879213,0.2934924,13.98573,3
0.37622827,0.03007406,-0.011148453,0.070371844,-0.26119006,-0.5682649,1.2809627,1.1769149,10.631597,3
0.12124303,-0.17389381,0.20236301,0.052778944,0.026405087,-0.47883427,0.21319467,0.30546287,10.037861,3
0.13072589,0.593722,-0.09841919,0.12938136,-0.03199358,-0.54847294,0.37599337,0.15224057,7.904719,3
0.2228721,0.08352178,-0.7424593,-0.0802674,-0.098089136,-0.47504696,0.27065304,0.42516783,9.398637,3
-0.090486065,0.29004276,0.16777134,0.066828825,0.063667834,-0.41139483,-0.20098442,-0.2906677,7.5144806,3
-0.1370197,0.5150498,0.09822941,0.15027295,-0.11018427,-0.2666199,-0.62713397,-0.120686695,5.029406,3
-0.7542827,-0.3227548,0.49179077,-0.056810193,0.041188005,-0.17902187,1.580225,0.62866616,12.64264,3
-0.565038,-0.2688099,-0.3131466,0.2376266,-0.2852581,0.085360385,0.68962026,0.41080323,9.161621,3
-0.48976374,0.17163491,-0.0884161,-0.112521045,-0.028939286,-0.052328527,0.6010387,0.33179796,11.57966,3
-0.4981215,-0.2550817,0.34418106,-0.004398003,-0.096256554,-0.19038394,1.189987,0.33179796,14.308933,3
-0.8612832,-0.002499104,0.15940666,-0.037140343,-0.08868183,-0.08103917,-0.36857137,0.31503928,5.4723144,3
-0.6090441,-0.21324241,-0.072891235,0.010873619,-0.20572351,0.07912956,0.10785432,0.477838,7.87599,3
-0.277636,-0.2397657,-0.24387169,0.005375831,-0.07744192,0.050296746,0.45021042,0.13787597,8.924604,3
-0.48339844,0.09673786,0.75877094,0.06719535,-0.037247024,0.07021094,0.15094809,0.307857,6.3078547,3
-0.31851184,-0.021324277,-0.21436977,1.22E-04,-0.077930614,0.117736205,0.61540323,0.3174334,9.630864,3
-0.17603028,0.027067423,0.6070566,0.020036591,-0.047631722,0.06569054,0.97691214,0.70288324,12.228461,3
-0.4608089,-0.082381666,0.034222603,-0.048135906,0.16140619,0.2050899,0.1413717,0.5975429,8.057941,3
0.011816502,-0.09332883,0.273777,0.08930865,-0.066202,0.045409843,-0.34463036,0.5496609,7.102696,3
-0.07808441,0.14246082,-0.079642296,0.013561423,-0.069745034,-0.14188129,0.6034328,1.327743,7.9861183,3
-0.047255397,-0.032419443,0.611804,-0.03775121,-0.03773571,-0.003459347,0.27065304,1.2224028,6.985385,3
0.104142666,0.022560477,-0.51370335,0.042638585,-0.061437275,-0.026794381,0.11024842,-0.24996804,11.127175,3
-8.88E-04,-0.035598278,0.6406622,-0.09822682,0.041310184,0.014500072,0.7590492,-0.19250965,11.52699,3
-0.13693607,-0.012741208,0.25531673,0.044959873,0.015653867,0.05005241,0.74947286,-1.0328383,10.045043,3
-0.20745528,-0.029648483,0.04998398,-0.014294011,-0.07597584,-0.003337175,0.3568406,-0.79103434,8.582249,3
-0.07017779,-0.048166215,0.5313988,-0.002565403,-0.08477231,-0.006758018,-0.10761458,-1.1645137,10.45204,3
-0.034955144,-0.1652891,-0.18965054,-0.016859641,0.09482194,0.06862269,0.08151923,-1.2770363,8.340445,3
0.065883875,-0.28645724,0.02848053,-0.001954541,0.056581803,0.12763223,-0.41884735,-1.9593545,6.683728,3
0.60576826,-0.7034863,0.2141161,-0.032131255,0.08981284,0.1024646,-0.33505395,-1.1645137,11.613178,3
0.20827812,-0.690431,0.18116093,-0.07403657,0.21039756,0.012423134,-1.3190285,-1.607422,5.2831807,3
0.14545065,-0.5291954,0.3010702,0.056566298,-0.01000246,0.08157301,-1.1203184,-1.4111059,9.235838,3
0.112197995,-0.20268598,0.15403938,0.07049402,-0.10896255,-0.058681518,-0.36857137,0.65978944,7.849654,3
0.23754668,-0.25647762,-0.23836708,0.05143504,-0.050686043,-0.036446042,-0.62713397,0.8058295,8.223134,3
0.16056871,-0.23118554,0.3132372,0.003543241,-9.62E-04,0.08047347,-1.1418653,-1.2937951,13.679285,3
0.06550515,-0.34696642,0.11549282,-0.05436673,0.09115674,0.014011381,-0.94076085,-2.1245475,10.23657,3
-0.012620211,-0.2327454,0.0823822,0.05754368,0.067699544,0.027816927,0.38317567,-1.6050278,9.9277315,3
-0.04141617,-0.22880878,-0.070780754,0.00757495,0.02799333,-0.012988839,0.9122715,-0.38882574,10.875795,3
-0.007687926,-0.29359022,-0.23622417,0.05155721,-0.09027008,0.029771695,-0.32308346,1.0212984,12.597153,3
-0.3029247,-0.100489885,0.24657536,0.02113615,-0.04824259,-0.002359791,-0.579252,1.0524218,10.533439,3
0.13521504,-0.3584218,-0.14125538,0.057543684,-0.13388583,0.06385794,0.40232846,1.3468959,10.574139,3
-0.31645358,0.11057186,0.32547092,0.03152085,-0.04005702,0.041622475,0.23713565,1.4019601,9.410606,3
-0.0487597,-0.08889966,-0.04990673,0.0746479,-0.114582494,0.20924374,0.21798286,0.74597704,9.970826,3
-0.041060686,0.031618156,-0.25581646,0.046059426,0.010889119,0.21669629,-0.12197915,-0.11829259,9.7577505,3
-0.034299493,0.06590005,0.2559433,0.016249225,0.09616584,0.26446593,0.7279259,0.98778105,17.58406,3
0.16083753,-0.098859325,-0.13639355,-0.010140133,0.10569533,0.26507682,2.0710154,0.18815207,20.155323,3
0.030008078,-0.042303115,-0.007777214,0.058521062,0.05694831,0.17796746,-2.0707755,-0.5228953,9.288507,3
0.31640065,0.003431786,0.28649998,0.051557213,0.007712623,0.0708218,-0.6247399,-0.19969195,11.230122,3
0.21442819,-0.13449019,-0.16919804,-0.005375378,0.05609312,-0.001626754,0.9817004,0.722036,8.788141,3
0.31482047,-0.28823942,0.099033356,0.002321516,0.12194433,0.14864597,-0.5816461,-0.14941588,5.9200106,3
0.29841572,-0.43557137,-0.34607983,0.031154329,0.17508957,0.092690766,1.3192682,1.34929,12.221279,3
0.6065749,-0.07723352,-0.32382774,0.016127056,0.0986093,0.04540983,1.0894349,1.0619981,11.017047,3
-0.035372972,0.6198944,0.20810509,0.042027723,0.073441684,-0.20272341,-0.17225522,-0.20687425,5.620749,3
0.17724627,0.84062946,-0.17894077,0.01612706,-0.10431996,-0.19722563,0.07194284,-0.45825464,7.457022,3
0.4261074,0.71027684,-0.32392216,0.058154553,-0.24347495,-0.39954403,1.0295823,-0.4965602,9.614106,3
0.33201885,0.8276462,0.088196754,-0.049235467,-0.025029732,-0.314756,1.1373168,-0.40079626,9.32442,3
0.32445568,0.4996305,-0.18544292,-0.04043901,0.02493901,-0.30168355,0.26107663,2.6636503,17.406897,3
-0.002288818,0.38740256,0.034272194,-0.06719489,0.013332579,-0.3202538,0.9122715,2.3595994,20.492891,3
0.18504024,-0.2094185,-0.19089794,-0.042027265,0.04265408,-0.31243476,0.05039595,0.18336385,9.891821,3
-0.11328089,0.42715853,-0.07774639,-0.038728595,-0.106885605,-0.48836377,0.08151923,-0.57077724,11.220546,3
-0.28958142,0.11370945,0.09028053,-0.062430143,-0.1921623,-0.3396793,0.04800185,-0.3074264,7.4833574,3
-0.32294893,0.1109789,-0.015125275,-0.02186873,-0.13730668,-0.13968217,0.08151923,0.1019645,7.5719395,3
-0.9148296,0.7186678,-0.28734303,-0.015027045,-0.05899381,0.004237546,-0.16028476,0.0875999,10.588504,3
-0.43487155,0.10665929,0.15945148,0.022113526,-0.23809934,0.068133995,-0.62952805,-0.5659891,7.179307,3
-0.41945207,0.35875303,-0.086289406,0.05497805,-0.048120406,0.16489497,0.40472257,0.85610557,10.677085,3
-0.40896666,0.09959483,0.13811874,0.06279712,-0.11323859,0.14388122,0.3017763,0.7387948,12.053692,3
-0.1350913,0.03862512,0.051397324,0.027366966,-0.09002573,0.40801913,-0.44757655,0.0971763,7.0715723,3
0.1986779,-0.16027331,-0.13335419,0.07586963,0.105328806,0.32836235,-0.5050349,0.058870718,9.180774,3
0.003833413,0.08409035,-0.12383938,0.070127495,0.2755157,0.30954772,0.43584585,0.013382837,8.448179,3
0.13665569,0.01677537,0.08536434,0.09443992,0.06110219,0.17711228,0.37838748,0.38446817,9.824786,3
-0.083783984,0.2469827,-0.031199455,0.025900895,-0.013545469,0.074486986,-0.22731951,0.7340065,7.744314,3
0.212852,-0.8511589,0.17132187,-0.014049657,-0.020998025,-0.008101918,-0.22731951,0.5855725,8.874329,3
0.38502634,-0.41908425,-0.03862858,0.009285372,0.038255855,0.077296965,1.2211102,0.006200537,8.038789,3
0.53356385,-0.52165914,0.10797119,-0.025778268,0.044242334,-8.94E-04,0.19883007,-0.4654369,6.9446855,3
0.07511473,-0.27256197,0.3856516,0.019792246,-0.006703788,0.17234752,0.76144326,0.7531594,9.448913,3
0.2915092,-1.0685271,-0.5306454,0.020769626,0.18657382,0.26605415,0.50288063,0.865682,8.680407,3
0.31625065,-0.58506376,0.62823963,0.048991583,0.29555207,0.20545639,0.05518415,-0.16138637,10.061802,3
0.7522064,-0.69348544,-0.44049263,0.029566081,-0.014278511,-0.094356015,0.52442753,-0.0991398,12.910779,3
0.6829093,-0.79216594,0.069161415,-0.035674267,-0.10981776,-0.30510432,-0.4715176,-0.42952543,7.3756227,3
0.44014183,-0.5925654,0.06519508,-0.025778262,0.15920708,-0.113659345,-0.5385523,-0.4941661,7.5288453,3
0.4662345,-0.12428558,0.044021606,0.028588697,-0.08000755,-0.28555667,1.1157699,1.205644,13.518881,3
0.69737333,0.15551317,0.086764336,-0.074036576,-0.16149691,-0.4497572,1.0750701,1.569547,10.20066,3
0,0,0,-0.00977361,0.10862748,-0.1978365,-0.9838548,-0.087169304,9.331602,3
0,0,0,0.004276282,-0.20425744,-0.10571809,-0.30632475,0.5496609,11.079294,3
-0.11684948,0.003502965,0.02263832,0.10067074,0.15859622,0.14412555,0.42387533,-0.041681435,7.7012205,3
0.28953534,0.31747735,0.18698597,-0.008674053,0.119256526,-0.026550036,0.27065304,0.5975429,7.9789357,3
-0.07482749,0.08483493,-0.49638176,0.012950555,-0.21036609,-0.12062321,0.7877784,0.5568433,10.629203,3
0.13359272,-0.06916118,0.93719006,-0.0174705,-0.2130539,-0.20321211,-0.5672815,-0.58274776,7.655732,3
0,0,0,-0.056443676,0.11180397,-0.08555956,1.4270027,1.5623648,13.882784,3
-0.109591186,0.2501337,0.21703148,-0.0350634,-0.19008537,-0.0434099,2.7988214,1.7179811,15.237843,3
-0.14803708,-0.13263613,0.06317425,0.018448338,0.055360075,-0.03595735,0.115036614,0.8273765,13.293835,3
0.08921909,0.28161752,0.29483414,-0.030787362,-0.059971187,0.20545636,0.40711668,0.7531594,11.218152,3
0.15725672,-0.07038444,-0.1791048,0.045448553,-0.06278118,0.044432446,-0.16986114,0.99735737,10.770454,3
-0.08743513,0.5909164,0.39880848,-0.018692233,0.094455406,0.12482223,-0.4786999,0.38686225,9.159226,3
0.1320312,-0.046568632,-0.4549141,0.071104884,-0.17542462,0.064835325,-0.066914886,-1.0184737,8.75223,3
0,0,0,-0.001465848,0.07869512,0.106251955,0.852419,0.025353342,12.513359,3
0.14258838,-0.007456899,0.46210194,-0.03176474,-0.009880277,0.106618494,0.3281114,-0.77427566,6.4586835,3
